route,portal,page_component,shell_implementation,header_implementation,logo_asset,rendered_logo_dimensions,header_height,background_treatment,primary_colors,font_family,title_size,body_size,content_width,left_right_padding,card_style,button_style,form_style,sidebar_style,responsive_behavior,duplicate_components_used,hard_coded_styling,known_exceptions,remediation_action,visual_drift_categories
/odr/:id,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/operational-records,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/operations-actions,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/operations-actions/new,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/operations-actions/:id,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/_internal/design-system,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/_internal/pm-v2-preview,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/_internal/hr-v2-preview,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/_internal/v2-index,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/_internal/v2-compare/:portal,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily-report/v2,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily/v1,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily/v2,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily/v3,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily-report/v1,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
