status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
A,memory/WP18CY_TEST_AND_CERTIFICATION_REPORT.md,documentation-only,WP18CY,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CY / WP18CY.2 / WP18CY.3 test reports and runtime evidence
A,memory/WP18_ECAP_ACCEPTANCE_AND_CERTIFICATION_MATRIX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_AI_AUTOMATION_AUTHORITY_CONSTITUTION.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_AMENDMENT_ACCEPTANCE_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_AUTHORITY_AND_SOURCE_OF_TRUTH_MAP.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_BUDGET_HIERARCHY_CONSTITUTION.md,documentation-only,WP18C3,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C3 closeout docs + matching backend tests
A,memory/WP18_ECAP_CAPABILITY_DISPOSITION_MATRIX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_COMPATIBILITY_AND_TRANSITION_PLAN.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_CONTRADICTION_AND_CONFLICT_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_COST_CODE_AND_COST_TRUST_ARCHITECTURE.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_CROSS_SYSTEM_INTERACTION_MAP.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_DATA_OWNERSHIP_AND_STEWARDSHIP_MATRIX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_DEPENDENCY_AND_CRITICAL_PATH_REGISTER.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_DOCUMENT_INTEGRITY_REPORT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_EARNED_VALUE_ENGINE_BLUEPRINT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_ENTERPRISE_HIERARCHY_CONSTITUTION.md,documentation-only,WP18C1,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C1 closeout docs + matching backend tests
A,memory/WP18_ECAP_EN_ES_CONTENT_IMPACT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_EVENT_AND_DATA_FLOW_REGISTER.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_EVIDENCE_INDEX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_EXECUTIVE_DECISION_BOOK.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18_ECAP_EXECUTIVE_FINANCIAL_KPI_DICTIONARY.csv,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18_ECAP_EXECUTIVE_GO_NO_GO.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18_ECAP_EXECUTIVE_REPORTING_HIERARCHY.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18_ECAP_FINAL_EXECUTIVE_AUTHORIZATION.md,documentation-only,WP18CX,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,WP18CX closeout docs + iterations 117-121
A,memory/WP18_ECAP_FORECASTING_COMMITMENT_ACTUALS_MODEL.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_FUTURE_PHASE_BOUNDARY.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_IMPLEMENTATION_RISK_REGISTER.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_IMPLEMENTATION_SEQUENCE.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_INTEGRATION_AUTHORITY_REGISTER.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_MIGRATION_AND_BACKFILL_STRATEGY.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_NAVIGATION_AND_ENTRY_IMPACT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_NOTIFICATION_APPROVAL_ESCALATION_MODEL.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_NO_REBUILD_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_OPERATOR_IMPACT_MATRIX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_PLATFORM_PRESERVATION_MAP.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_PRODUCTION_QUANTITY_PRODUCTIVITY_MODEL.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_PROJECT_CONTROLS_OPERATING_MODEL.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_REPORT_PDF_EMAIL_IMPACT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_RETIREMENT_AND_DEPRECATION_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_REUSE_EXTENSION_CONSOLIDATION_REGISTER.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_ROLE_BASED_OPERATING_EXPERIENCE.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_ROLE_DECISION_AUTHORITY_MATRIX.csv,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_SCHEDULE_LOOKAHEAD_ACTUALS_ARCHITECTURE.md,documentation-only,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,memory/WP18_ECAP_UNRESOLVED_DECISIONS_REGISTER.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_WP18C_IMPLEMENTATION_CONTRACT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_ECAP_WP18C_WORK_PACKAGE_MAP.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_OPERATIONAL_DECISION_ENGINE_BACKWARD_COMPATIBILITY_AND_GAP_REPORT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_OPERATIONAL_DECISION_ENGINE_CONSTITUTION.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_OPERATIONAL_DECISION_ENGINE_INTEGRITY_REPORT.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,memory/WP18_OPERATIONAL_INTELLIGENCE_BACKWARD_COMPATIBILITY_AND_GAP_REPORT.md,documentation-only,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
A,memory/WP18_OPERATIONAL_INTELLIGENCE_CONSTITUTION.md,documentation-only,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
A,memory/WP18_OPERATIONAL_INTELLIGENCE_INHERITANCE_STANDARD.md,documentation-only,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
A,memory/WP18_OPERATIONAL_INTELLIGENCE_INTEGRITY_REPORT.md,documentation-only,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
M,occ_health_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,ops8_auth_policy_backend_regression.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,ops8_auth_policy_backend_regression_report.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,ops8_auth_policy_verification_report.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,ops8_focused_backend_cert.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,ops8_focused_backend_cert_part2.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,ops8_focused_backend_cert_part2_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,ops8_focused_backend_cert_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,ops8_focused_backend_cert_summary.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,ops8_phase2_3_4_backend_cert.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
A,pm_family_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,pm_shop_authorization_policy_backend_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,pm_shop_authorization_policy_backend_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Test evidence only
M,s1_4_verification_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,safety_endpoint_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,scripts/cross_device_check.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
